regiao_id,municipio,uf,macrorregiao,latitude,longitude,fornos_detectados,densidade_populacional,pib_per_capita,distancia_centro_urbano_km,indice_pobreza,idh,taxa_informalidade,casos_oit_historicos,cobertura_fiscalizacao,area_desmatada_km2,acesso_educacao,populacao_total,score_risco,categoria_risco,pessoas_em_risco_estimadas
BR-00149,Nova Esperança,MS,Centro-Oeste,-19.4294,-51.9494,0,6.25,48150.92,214.9,10.86,0.91,25.17,0,,34.28,84.76,12874,20.0,Baixo Risco,32
BR-00150,Lago da Mata,AC,Norte,-9.1615,-71.0424,0,159.99,37940.27,167.2,34.95,0.766,41.61,0,55.21,4.32,64.62,12157,35.0,Baixo Risco,100
BR-00151,Lago do Amparo,RO,Norte,-11.5469,-62.2539,1,9.79,35854.56,285.5,27.69,0.66,57.13,1,43.98,2.83,53.54,631716,64.7,Médio Risco,17308
BR-00152,Rio Esperança,SP,Sudeste,-20.2288,-52.1761,0,29.78,30760.43,115.6,35.53,0.782,45.79,0,66.56,1.52,80.12,60854,26.8,Baixo Risco,348
BR-00153,Santa Verde,AM,Norte,-4.9362,-63.3129,0,13.81,52129.85,150.1,7.05,0.947,26.1,0,87.64,3.29,91.67,16193,9.6,Baixo Risco,13
BR-00154,Santo Vermelho,PB,Nordeste,-8.3974,-34.6637,2,8.58,50998.55,108.6,22.95,0.746,50.7,0,62.26,4.87,76.82,25481,36.6,Baixo Risco,258
BR-00155,Lago do Amparo,AM,Norte,-3.1741,-65.0582,1,18.64,39565.48,239.0,47.66,0.653,57.94,0,55.54,2.67,57.35,56301,60.9,Médio Risco,1415
BR-00156,São do Amparo,PI,Nordeste,-7.1734,-41.9477,0,12.57,35352.84,148.3,58.15,0.676,55.76,0,59.58,1.52,70.98,32503,44.1,Médio Risco,474
BR-00157,Campo do Vale,ES,Sudeste,-18.4951,-39.5581,0,8.37,30127.8,128.3,28.95,0.776,45.21,0,53.02,2.42,73.46,50634,30.0,Baixo Risco,344
BR-00158,Cruz do Carvão,PI,Nordeste,-6.4443,-43.6299,0,23.65,34294.88,124.7,39.53,0.692,52.07,0,49.65,6.2,72.51,301647,43.5,Médio Risco,4097
BR-00159,Cruz Grande,RN,Nordeste,-5.532,-35.824,2,5.35,27943.24,237.0,38.2,0.664,53.98,1,53.04,4.11,58.35,8023,64.8,Médio Risco,212
BR-00160,Bela Vermelho,RS,Sul,-29.0149,-54.3321,0,36.91,45344.19,86.6,20.22,0.855,19.8,0,55.37,6.51,79.31,73555,16.7,Baixo Risco,121
BR-00161,Vila do Vale,AM,Norte,-3.8329,-65.9523,0,29.53,,218.0,19.58,0.825,36.59,0,65.46,7.61,83.29,29998,25.1,Baixo Risco,133
BR-00162,Campo Verde,SP,Sudeste,-22.1022,-47.2123,0,1.91,20389.33,210.9,49.26,0.699,48.92,0,64.01,2.03,56.88,17609,47.1,Médio Risco,260
BR-00163,São Grande,DF,Centro-Oeste,-15.6795,-46.4955,4,15.39,32739.25,241.4,34.45,0.696,41.04,1,46.93,14.11,66.76,125520,68.7,Médio Risco,3010
BR-00164,Nova do Sertão,AL,Nordeste,-9.3189,-37.8089,2,38.12,34541.97,160.8,55.32,0.652,46.7,0,54.82,0.77,59.05,5288,55.2,Médio Risco,97
BR-00165,Monte Esperança,PB,Nordeste,-6.1984,-37.747,2,8.3,32710.18,170.7,43.89,0.729,36.84,1,52.26,0.58,66.34,1706,52.5,Médio Risco,25
BR-00166,Santo das Flores,MA,Nordeste,-4.6428,-46.3438,0,52.32,44377.45,130.9,21.35,0.822,24.01,0,59.58,4.01,67.8,43507,20.0,Baixo Risco,105
BR-00167,Alto Verde,RR,Norte,2.1119,-60.3743,0,48.96,43974.33,191.9,24.54,0.851,44.83,0,63.69,7.14,81.7,27647,28.7,Baixo Risco,174
BR-00168,Nova do Amparo,RO,Norte,-11.9628,-64.74,2,10.4,40766.85,153.3,27.16,,43.49,1,72.42,14.16,74.82,6057,48.9,Médio Risco,88
BR-00169,Cruz do Norte,GO,Centro-Oeste,-15.8853,-49.3606,1,22.74,32081.83,189.1,48.51,0.657,32.67,0,50.29,3.97,59.89,3873,49.4,Médio Risco,47
BR-00170,Boa da Serra,SE,Nordeste,-10.6092,-36.4044,2,58.35,32453.33,204.5,28.34,0.776,41.14,0,,6.07,69.81,367064,43.7,Médio Risco,4275
BR-00171,Vale do Cedro,GO,Centro-Oeste,-15.7095,-49.9835,4,7.78,21109.9,202.3,46.69,0.544,64.47,0,49.08,15.93,48.12,58616,82.2,Alto Risco,2576
BR-00172,Campo do Sertão,PA,Norte,-0.7009,-51.0659,0,20.4,41709.9,242.5,35.68,0.764,44.05,0,47.04,7.15,60.95,33677,42.5,Médio Risco,393
BR-00173,Bela do Forno,ES,Sudeste,-19.9233,-40.766,1,96.37,41914.32,108.2,32.97,0.848,46.51,0,50.22,2.22,79.45,510965,30.6,Baixo Risco,3654
BR-00174,Vale Limpo,SE,Nordeste,-9.9788,-37.7494,0,14.3,45611.76,102.0,30.98,0.874,40.95,0,80.66,2.28,84.86,117898,15.5,Baixo Risco,261
BR-00175,Lago Feliz,BA,Nordeste,-11.4642,-43.0681,1,35.01,28272.72,140.8,54.11,0.644,41.74,0,44.5,1.23,55.72,300017,54.2,Médio Risco,4979
BR-00176,Monte da Serra,AL,Nordeste,-9.4828,-35.396,0,8.61,32351.96,165.8,41.84,0.696,44.56,0,58.23,1.61,62.04,7518,40.7,Médio Risco,82
BR-00177,Serra do Forno,MS,Centro-Oeste,-17.237,-55.6131,1,22.79,33559.76,229.8,35.27,0.74,40.13,0,46.12,9.05,67.7,7174,48.0,Médio Risco,96
BR-00178,Santo do Forno,TO,Norte,-10.6993,-47.8103,5,43.03,,313.6,39.06,0.714,32.37,2,57.91,4.83,,71065,67.9,Médio Risco,1440
BR-00179,Lago Feliz,SP,Sudeste,-21.7363,-48.8898,0,2.0,25275.64,185.1,38.9,0.634,41.02,0,33.45,0.75,70.0,55167,43.6,Médio Risco,639
BR-00180,Serra do Sertão,RN,Nordeste,-6.9283,-38.0639,4,17.76,40209.8,164.9,18.14,0.822,32.42,1,59.89,2.39,77.53,156698,39.6,Baixo Risco,1342
BR-00181,Monte Limpo,SC,Sul,-27.9421,-51.8027,0,47.29,37626.58,62.2,31.02,0.829,32.93,0,54.27,3.64,,4279,19.3,Baixo Risco,12
BR-00182,Rio do Cedro,SP,Sudeste,-21.8415,-46.854,1,29.84,31373.49,201.7,35.92,0.662,50.15,0,39.12,5.41,56.49,79181,59.6,Médio Risco,1733
BR-00183,Vale do Vale,PA,Norte,-2.6052,-52.1977,12,8.98,14818.28,344.5,65.43,0.533,74.41,1,21.23,16.95,45.13,113163,95.5,Alto Risco,7053
BR-00184,São do Carvão,GO,Centro-Oeste,-15.5333,-51.2728,4,7.8,29315.98,257.6,43.24,0.71,52.22,0,,14.84,58.18,105896,74.6,Alto Risco,3416
BR-00185,Alto das Flores,RS,Sul,-27.9372,-52.7725,0,72.89,41308.28,77.8,17.57,0.956,32.9,0,61.55,3.39,83.42,19764,14.3,Baixo Risco,33
BR-00186,Alto Azul,PI,Nordeste,-7.853,-42.9346,0,23.23,46243.54,166.2,31.87,0.843,33.84,0,69.22,1.92,83.59,62835,20.4,Baixo Risco,191
BR-00187,Lago da Mata,MT,Centro-Oeste,-13.105,-50.5843,3,41.13,31491.49,254.7,46.87,0.736,52.33,0,,1.4,65.8,12462,60.3,Médio Risco,286
BR-00188,São Azul,AP,Norte,4.5,-51.3708,1,56.39,46029.2,122.1,17.7,0.917,26.97,0,61.89,13.03,70.04,22784,20.9,Baixo Risco,63
BR-00189,Rio do Cedro,RN,Nordeste,-5.2581,-37.1229,0,16.9,39070.3,123.6,33.79,0.776,40.71,0,57.27,1.03,67.23,8922,27.1,Baixo Risco,48
BR-00190,Campo do Vale,ES,Sudeste,-20.1973,-38.352,0,96.72,37614.19,128.7,25.23,0.791,47.67,0,55.88,0.71,80.66,12729,23.2,Baixo Risco,59
BR-00191,Nova Grande,SE,Nordeste,-11.542,-40.0275,2,13.71,37839.98,173.2,36.13,0.712,30.07,0,55.68,0.92,62.8,24314,42.3,Médio Risco,221
BR-00192,Vila do Vale,DF,Centro-Oeste,-17.1498,-47.728,1,95.12,38690.72,153.5,30.5,0.778,26.91,0,,47.56,74.05,17789,34.5,Baixo Risco,110
BR-00193,Bela do Forno,AM,Norte,-2.1588,-62.3078,5,86.43,18154.21,270.4,59.34,0.676,52.18,1,42.46,11.16,48.72,12727,83.8,Alto Risco,494
BR-00194,Campo das Flores,RR,Norte,1.5399,-61.5627,1,52.96,21246.15,258.2,56.25,0.609,56.79,0,33.44,4.08,30.44,6474,78.1,Alto Risco,239
BR-00195,São Grande,BA,Nordeste,-12.7817,-44.1266,2,24.03,36752.04,143.3,34.63,0.8,30.16,0,79.73,1.14,65.86,381311,32.6,Baixo Risco,2291
BR-00196,Serra Vermelho,BA,Nordeste,-13.0489,-42.2543,1,261.82,21803.34,167.7,45.59,0.65,47.03,0,32.58,2.6,57.39,17576,60.5,Médio Risco,377
BR-00197,Alto do Forno,PR,Sul,-23.8659,-49.5137,0,29.72,30072.78,142.2,44.38,0.721,38.77,0,52.62,3.35,44.0,49635,43.2,Médio Risco,546
BR-00198,Vila Esperança,SC,Sul,-28.6354,-50.4235,0,31.94,,136.4,43.72,0.695,52.2,0,56.74,2.76,59.8,3646,42.6,Médio Risco,48
BR-00199,Campo do Cedro,CE,Nordeste,-6.7058,-40.7044,1,23.33,28484.97,218.8,46.46,0.738,56.58,0,38.45,1.09,49.65,179344,57.2,Médio Risco,4006
BR-00200,Santa Dourado,GO,Centro-Oeste,-15.666,-50.8193,0,10.63,35075.85,195.4,26.18,0.846,46.12,0,49.13,7.56,77.78,40496,31.7,Baixo Risco,305
BR-00201,Porto Limpo,RS,Sul,-28.8587,-53.9836,0,144.47,58440.34,108.5,21.37,0.875,15.8,0,67.47,0.93,,18867,11.7,Baixo Risco,16
BR-00202,Campo das Flores,TO,Norte,-9.7045,-47.7943,12,9.91,16899.23,408.1,65.61,0.564,51.31,0,38.37,22.65,46.02,19074,93.1,Alto Risco,866
BR-00203,Lago do Sertão,PA,Norte,-4.9232,-50.6065,5,51.48,20971.59,277.3,51.47,0.575,44.32,0,36.39,9.03,54.71,97418,79.3,Alto Risco,3094
BR-00204,Lago do Sertão,BA,Nordeste,-12.0115,-40.2266,1,61.01,16055.01,262.3,52.78,0.608,66.32,1,33.81,1.5,57.77,1200,79.0,Alto Risco,51
BR-00205,Santa do Carvão,AC,Norte,-9.8114,-69.9116,2,57.93,46647.83,164.3,32.24,0.811,39.13,0,69.77,10.49,77.72,11728,36.4,Baixo Risco,99
BR-00206,Vale Dourado,DF,Centro-Oeste,-16.5602,-49.7243,3,16.67,38382.17,222.8,18.82,0.819,34.69,0,56.85,7.89,78.6,28315,35.0,Baixo Risco,207
BR-00207,São Feliz,AM,Norte,-4.7915,-66.9591,0,16.51,30469.79,222.7,38.94,0.743,50.81,0,44.96,5.33,68.24,27910,48.2,Médio Risco,439
BR-00208,Vale do Forno,PI,Nordeste,-5.8984,-41.9834,0,1.66,28581.89,162.2,40.79,0.665,47.1,0,34.2,4.07,67.13,752864,53.7,Médio Risco,13356
BR-00209,Serra Limpo,AM,Norte,-2.5832,-66.9837,2,21.26,28344.1,264.1,31.33,0.724,40.18,0,50.07,12.61,65.2,21547,57.3,Médio Risco,381
BR-00210,Campo Vermelho,PA,Norte,-2.943,-52.7958,4,64.77,33603.05,230.7,36.47,0.858,43.47,1,59.17,17.0,72.13,113299,55.8,Médio Risco,2024
BR-00211,Vila do Forno,PI,Nordeste,-5.9739,-42.3042,1,20.74,31890.02,101.6,30.93,0.778,42.71,0,59.24,3.75,65.65,316340,36.2,Baixo Risco,2794
BR-00212,Bela Verde,PB,Nordeste,-3.3423,-38.3126,2,16.2,39458.96,94.6,28.3,0.783,31.18,0,47.15,1.64,79.88,75983,33.2,Baixo Risco,479
BR-00213,Monte do Norte,CE,Nordeste,-7.5929,-40.964,1,11.48,13963.05,273.7,63.42,0.478,70.23,0,23.32,0.85,38.69,14154,86.6,Alto Risco,721
BR-00214,São Limpo,RO,Norte,-11.8637,-63.4718,2,81.17,27374.47,230.9,41.59,0.655,44.72,0,36.08,8.79,72.2,6597,65.0,Médio Risco,153
BR-00215,Cruz do Amparo,RJ,Sudeste,-23.1126,-41.9549,1,37.47,51625.33,15.5,13.1,0.896,28.51,1,70.67,2.0,,83431,14.7,Baixo Risco,136
BR-00216,Vila do Vale,RN,Nordeste,-7.0011,-35.1039,2,215.58,49722.58,94.4,23.33,0.819,32.84,0,77.94,1.81,90.64,256859,20.3,Baixo Risco,761
BR-00217,Vale Verde,AM,Norte,-4.9786,-64.2501,0,10.61,12577.28,289.4,54.13,0.574,64.35,0,,0.83,54.21,65020,76.9,Alto Risco,2564
BR-00218,Campo Dourado,AM,Norte,-3.8895,-64.9969,5,30.55,32146.84,245.8,37.57,0.7,48.36,0,36.36,12.81,57.87,153554,67.5,Médio Risco,4000
BR-00219,Boa do Forno,SE,Nordeste,-12.2732,-38.4947,0,14.11,22336.9,202.4,42.03,0.657,45.72,0,36.34,1.19,,838973,46.3,Médio Risco,11504
BR-00220,Lago Vermelho,MT,Centro-Oeste,-12.1709,-56.9193,4,240.9,35605.29,214.3,35.78,0.816,40.39,1,44.73,10.87,70.68,93594,58.4,Médio Risco,1713
BR-00221,Nova Azul,GO,Centro-Oeste,-15.9076,-50.5752,5,30.14,34482.95,207.9,26.37,0.678,48.3,0,38.21,28.46,66.1,8302,65.7,Médio Risco,207
BR-00222,Bela Azul,MG,Sudeste,-17.4266,-43.8061,2,170.09,,184.0,49.24,,58.51,2,44.82,2.15,51.38,35025,78.8,Alto Risco,1339
BR-00223,Vale da Serra,PI,Nordeste,-7.0092,-42.2587,4,15.78,25133.39,196.7,38.65,0.697,55.03,1,34.47,3.24,62.55,182183,74.2,Alto Risco,6049
BR-00224,Porto Azul,SE,Nordeste,-9.7258,-40.3899,2,78.3,23365.21,214.4,62.23,0.551,57.94,1,32.67,3.11,52.45,24077,81.5,Alto Risco,964
BR-00225,Porto do Forno,GO,Centro-Oeste,-16.5028,-50.9599,1,22.42,27995.13,267.8,42.6,0.688,60.28,0,38.19,13.46,57.59,215805,69.2,Médio Risco,6849
BR-00226,Nova do Vale,SE,Nordeste,-7.6004,-35.7637,0,62.49,26540.7,87.7,32.18,0.76,30.72,0,48.77,2.25,61.67,30222,30.2,Baixo Risco,162
BR-00227,Monte Dourado,AC,Norte,-8.4418,-70.4391,2,9.13,34372.03,192.8,27.58,0.751,36.42,0,62.34,4.08,68.82,49908,41.7,Médio Risco,499
BR-00228,Rio Dourado,PB,Nordeste,-9.8875,-38.7038,1,26.15,23164.21,229.0,61.78,0.607,56.88,1,25.63,1.37,51.96,21196,77.4,Alto Risco,771
BR-00229,Porto Vermelho,PE,Nordeste,-9.7833,-34.5619,1,8.06,28806.33,99.8,44.7,0.711,58.9,1,53.85,8.31,64.68,40112,57.9,Médio Risco,941
BR-00230,Serra da Mata,AP,Norte,-1.0267,-51.8105,3,42.16,51489.16,145.7,18.26,0.825,33.92,0,56.74,8.39,74.31,42854,30.3,Baixo Risco,246
BR-00231,Rio Verde,AM,Norte,-3.4457,-64.5619,3,4.41,26883.99,229.9,47.89,0.586,59.45,0,34.98,17.04,65.59,4400,79.3,Alto Risco,172
BR-00232,Monte do Carvão,MT,Centro-Oeste,-12.8105,-54.8607,3,21.22,31459.11,277.8,48.36,0.751,36.71,0,41.41,10.7,,18921,58.8,Médio Risco,329
BR-00233,Cruz Limpo,TO,Norte,-10.8258,-48.8146,2,71.2,25721.26,179.1,34.75,0.661,45.71,0,53.22,16.68,58.63,7034,61.2,Médio Risco,151
BR-00234,Boa Dourado,PR,Sul,-22.0747,-52.5686,0,68.41,54537.2,61.6,14.69,0.934,21.0,0,77.78,0.74,83.82,19754,8.9,Baixo Risco,12
BR-00235,Santa Feliz,SE,Nordeste,-9.8014,-34.4797,0,7.52,27861.38,174.8,37.6,0.739,62.09,0,27.57,2.3,65.57,12162,50.1,Médio Risco,235
BR-00236,Vale Dourado,RO,Norte,-9.8135,-61.9355,2,3.54,37057.24,254.0,40.02,0.716,43.8,0,48.93,11.52,60.32,116399,56.2,Médio Risco,2114
BR-00237,Alto Esperança,MG,Sudeste,-19.4035,-43.2293,2,44.29,38127.2,125.8,51.59,0.81,43.5,0,37.62,5.85,78.12,118096,43.9,Médio Risco,1438
BR-00238,Serra Dourado,RS,Sul,-31.0988,-52.3932,0,115.99,26808.92,177.7,39.35,0.719,48.95,0,44.06,19.5,70.03,66195,49.0,Médio Risco,1042
BR-00239,Alto do Carvão,AC,Norte,-8.7185,-71.9546,1,9.77,37917.69,267.7,40.79,0.709,33.98,0,49.77,9.97,66.99,6737,54.2,Médio Risco,98
BR-00240,Monte da Serra,AM,Norte,-3.2278,-63.3115,2,195.28,42338.49,240.8,36.98,,44.19,1,44.21,4.48,68.12,29066,57.8,Médio Risco,555
BR-00241,Lago do Carvão,RO,Norte,-13.4288,-64.5204,1,23.62,29683.52,167.9,45.19,0.676,51.06,0,51.45,2.94,68.7,6100,54.8,Médio Risco,118
BR-00242,Vale da Serra,RO,Norte,-11.0824,-62.9434,1,3.99,40790.34,251.7,38.09,,41.56,0,62.27,3.22,72.19,27334,41.5,Médio Risco,295
BR-00243,Campo do Norte,DF,Centro-Oeste,-15.8103,-50.1551,0,7.33,44684.48,183.5,18.23,0.813,16.05,0,59.54,3.01,85.32,73812,18.4,Baixo Risco,129
BR-00244,Santa do Sertão,PA,Norte,-4.0912,-55.3372,0,41.35,22156.46,288.4,53.1,0.571,53.3,0,28.64,0.9,56.09,113565,72.2,Alto Risco,3528
BR-00245,Lago da Mata,PR,Sul,-26.0287,-51.1044,0,34.28,33129.93,49.7,24.18,,45.48,0,58.66,1.11,78.4,59341,21.1,Baixo Risco,231
BR-00246,Nova do Forno,SC,Sul,-28.2053,-52.0827,0,174.2,52077.35,54.0,8.29,0.924,31.04,0,58.99,2.69,83.43,158433,12.2,Baixo Risco,201
BR-00247,Santa do Cedro,PR,Sul,-25.1376,-54.3348,2,7.66,33759.04,122.4,44.76,0.666,53.99,0,46.02,2.32,61.57,45465,50.4,Médio Risco,802
BR-00248,Bela do Forno,MT,Centro-Oeste,-12.5129,-54.6631,3,25.86,38338.42,210.6,40.5,0.701,42.76,0,57.33,6.4,59.18,24540,55.4,Médio Risco,429
BR-00249,Porto do Sertão,MT,Centro-Oeste,-11.7933,-52.4519,4,21.79,17878.32,260.3,32.49,0.63,61.11,0,28.61,2.26,53.22,97937,77.8,Alto Risco,3787
BR-00250,Boa Vermelho,MS,Centro-Oeste,-18.9968,-52.5946,4,22.27,32616.87,212.0,48.52,0.775,44.67,0,,16.64,56.58,102037,66.2,Médio Risco,2440
BR-00251,Santa do Forno,PE,Nordeste,-8.7921,-38.2202,2,12.85,,196.4,49.49,0.588,69.11,1,29.75,4.2,55.82,17065,78.8,Alto Risco,739
BR-00252,Bela Vermelho,SC,Sul,-28.0886,-50.9376,0,27.53,50871.14,90.3,13.68,0.871,26.94,0,90.93,1.5,91.3,52772,9.3,Baixo Risco,40
BR-00253,São Dourado,MS,Centro-Oeste,-19.8973,-53.2972,2,26.99,,264.8,54.38,0.681,35.88,0,39.68,1.37,51.15,22745,67.6,Médio Risco,488
BR-00254,Lago Verde,DF,Centro-Oeste,-14.9748,-46.289,2,51.34,46150.59,135.5,16.53,0.861,34.63,0,66.42,3.52,85.05,2668,22.7,Baixo Risco,10
BR-00255,Nova Limpo,DF,Centro-Oeste,-16.4379,-48.341,1,36.54,33528.64,189.0,31.69,0.816,37.7,0,46.7,9.36,70.68,56962,40.2,Médio Risco,549
BR-00256,Porto Azul,RN,Nordeste,-4.7034,-36.5422,3,79.67,21787.02,149.7,34.48,0.699,45.45,0,47.2,2.25,64.39,6515,54.3,Médio Risco,115
BR-00257,Vila do Forno,RO,Norte,-9.4586,-62.9191,2,9.07,37576.51,190.1,19.67,0.792,28.11,0,61.49,7.34,67.48,49527,35.9,Baixo Risco,333
BR-00258,Bela do Norte,AP,Norte,3.2184,-50.9946,2,5.31,38923.22,204.1,24.51,0.849,46.49,0,54.91,10.25,69.41,4822,39.3,Baixo Risco,51
BR-00259,Alto do Cedro,AL,Nordeste,-7.1304,-37.0063,0,74.51,36610.98,104.7,37.59,0.715,39.33,0,62.23,2.35,72.97,13365,34.7,Baixo Risco,105
BR-00260,Serra das Flores,PR,Sul,-26.103,-51.7181,0,13.08,41323.73,148.1,25.59,0.798,44.76,0,67.02,2.92,69.84,19111,27.5,Baixo Risco,112
BR-00261,Santo do Carvão,BA,Nordeste,-12.9405,-39.7682,0,14.93,24788.3,203.9,43.66,0.676,48.8,1,50.24,1.26,56.95,147584,60.0,Médio Risco,3204
BR-00262,Santa Esperança,RO,Norte,-10.8142,-61.6467,0,13.19,29471.39,145.9,40.94,0.669,40.77,0,45.16,2.82,61.83,16867,42.3,Médio Risco,185
BR-00263,Nova Vermelho,GO,Centro-Oeste,-16.1173,-49.1916,3,11.39,26269.62,269.7,36.38,0.617,61.73,0,43.94,12.18,56.89,8572,71.4,Alto Risco,291
BR-00264,Santo das Flores,BA,Nordeste,-13.869,-39.2932,1,6.26,33321.31,177.9,38.24,0.779,42.52,0,51.34,3.59,71.03,51815,42.4,Médio Risco,588
BR-00265,Campo do Cedro,SP,Sudeste,-24.2698,-49.331,0,14.36,28212.55,166.8,39.53,0.744,45.03,1,63.41,3.31,77.48,25054,46.5,Médio Risco,342
BR-00266,Cruz Verde,BA,Nordeste,-12.8302,-39.4278,1,57.07,40669.58,106.6,41.93,0.749,29.79,0,59.51,2.13,63.27,88274,34.1,Baixo Risco,566
BR-00267,Campo Esperança,ES,Sudeste,-20.2657,-39.5805,1,26.36,40602.88,142.7,36.41,0.721,40.53,0,52.49,1.63,74.55,9276,39.4,Baixo Risco,91
BR-00268,Bela Azul,BA,Nordeste,-12.8396,-37.1206,1,38.15,30103.27,178.8,38.02,0.653,52.54,0,41.22,2.8,43.76,42769,56.8,Médio Risco,896
BR-00269,Vila Verde,AM,Norte,-4.5817,-66.7695,1,18.08,37020.14,228.8,30.0,0.853,29.84,0,53.61,8.64,84.01,719965,32.6,Baixo Risco,4299
BR-00270,Porto do Carvão,AC,Norte,-10.3095,-71.5151,2,65.96,35079.91,173.2,33.85,0.779,39.53,0,55.07,9.87,54.63,24365,46.1,Médio Risco,301
BR-00271,Lago das Flores,AL,Nordeste,-9.292,-36.2337,1,14.83,,137.9,42.72,0.698,43.76,0,56.17,18.01,81.85,41499,55.3,Médio Risco,734
BR-00272,Rio Feliz,BA,Nordeste,-12.7487,-41.1439,2,2.77,28392.01,231.7,44.31,0.701,50.38,0,38.73,1.14,58.16,4120,64.1,Médio Risco,102
BR-00273,Vale da Serra,AL,Nordeste,-8.809,-34.0898,0,41.73,,118.2,21.49,0.753,48.29,0,60.61,24.89,84.5,11314,26.8,Baixo Risco,67
BR-00274,Porto Feliz,PR,Sul,-21.8298,-52.4857,2,56.36,30114.11,200.6,27.16,0.714,42.12,0,53.48,0.78,,58375,44.7,Médio Risco,716
BR-00275,Nova do Norte,PI,Nordeste,-7.3318,-41.4631,2,13.35,26276.4,274.3,44.53,0.694,44.13,0,49.27,3.18,58.99,21756,60.7,Médio Risco,449
BR-00276,Bela Azul,MT,Centro-Oeste,-11.9609,-53.7926,5,74.42,26299.54,240.7,53.38,,69.87,1,28.62,3.08,57.47,70830,81.4,Alto Risco,3257
BR-00277,Rio Esperança,GO,Centro-Oeste,-17.4886,-48.8735,2,11.99,42705.64,171.1,33.71,0.764,38.22,0,47.1,8.53,65.57,55892,46.2,Médio Risco,678
BR-00278,Serra da Mata,PA,Norte,-5.5917,-53.8254,4,41.98,31965.44,257.4,52.29,0.664,51.16,0,29.45,18.25,63.26,6326,78.4,Alto Risco,218
BR-00279,Rio da Serra,SC,Sul,-25.234,-48.9791,0,226.51,47439.37,102.9,21.24,0.914,24.42,0,73.18,1.56,85.92,116907,13.4,Baixo Risco,151
BR-00280,São Verde,RR,Norte,0.7571,-59.6789,4,26.87,31777.49,272.5,39.09,0.728,42.69,0,43.21,15.53,61.58,6951,65.8,Médio Risco,160
BR-00281,Cruz Dourado,AL,Nordeste,-11.0815,-35.9806,1,19.86,30272.7,236.4,34.66,0.707,46.81,0,44.86,1.58,69.09,12630,51.3,Médio Risco,207
BR-00282,Santa do Forno,BA,Nordeste,-13.0147,-41.4139,1,20.04,32098.93,178.0,46.63,0.656,57.39,0,32.88,0.47,53.35,43777,62.7,Médio Risco,1145
BR-00283,Nova da Mata,DF,Centro-Oeste,-15.9563,-47.5434,0,127.97,33802.05,252.4,46.37,0.729,48.75,0,,12.08,63.44,232997,47.3,Médio Risco,3455
BR-00284,Vale Dourado,DF,Centro-Oeste,-17.0935,-47.9702,1,39.47,35598.64,200.5,39.71,0.756,51.4,0,42.13,7.2,69.0,9369,52.9,Médio Risco,172
BR-00285,Santa do Vale,PB,Nordeste,-7.707,-35.8229,1,201.96,33260.6,79.5,46.76,0.703,55.73,0,53.53,1.58,58.21,39522,44.7,Médio Risco,589
BR-00286,Vale Esperança,MT,Centro-Oeste,-10.9189,-55.3764,3,36.16,33652.64,216.9,31.86,0.715,43.83,0,58.39,4.91,66.64,39936,53.9,Médio Risco,679
BR-00287,Alto do Forno,AL,Nordeste,-10.7484,-38.0079,0,13.43,41060.63,109.3,36.44,0.697,47.39,0,52.52,2.98,77.91,74735,32.9,Baixo Risco,608
BR-00288,Santo das Flores,MA,Nordeste,-7.3711,-46.908,0,11.3,24078.3,220.8,49.74,0.645,62.67,0,36.08,1.37,53.37,144356,60.7,Médio Risco,3823
BR-00289,Santa do Vale,PA,Norte,-2.4704,-53.5329,1,28.83,31987.73,154.2,34.79,0.804,34.95,0,35.29,9.28,67.11,19829,44.6,Médio Risco,215
BR-00290,Santo do Forno,AP,Norte,2.0992,-51.459,0,4.66,46823.46,138.2,27.35,0.875,48.52,0,63.75,14.14,82.65,116403,24.9,Baixo Risco,616
BR-00291,Bela Dourado,RR,Norte,1.1813,-61.4377,2,20.66,50919.26,188.8,10.31,0.823,30.65,0,57.12,30.24,83.15,173321,30.6,Baixo Risco,950
BR-00292,Rio do Vale,AL,Nordeste,-11.835,-36.5185,1,14.22,26080.55,191.6,45.44,0.68,48.34,0,46.04,7.45,52.58,305575,59.3,Médio Risco,6468
BR-00293,Santa Esperança,SE,Nordeste,-11.6125,-36.7489,1,31.33,37036.76,157.4,39.64,0.673,38.23,0,54.36,2.55,67.78,61538,46.7,Médio Risco,760
BR-00294,Serra da Serra,AP,Norte,1.3334,-52.6482,0,261.85,46777.37,220.2,9.67,0.935,20.82,0,73.15,6.47,88.02,40006,17.1,Baixo Risco,70
BR-00295,Porto do Amparo,RR,Norte,3.6819,-59.3481,0,29.35,33466.47,270.0,37.83,0.769,48.52,0,66.25,4.89,58.36,18156,45.6,Médio Risco,253
BR-00296,Alto das Flores,SP,Sudeste,-23.6412,-49.1648,1,4.0,39953.25,114.2,30.26,0.733,58.24,0,48.99,1.42,82.66,5304,37.9,Baixo Risco,63
BR-00297,Serra do Carvão,TO,Norte,-10.2883,-48.9068,6,10.71,31262.18,279.4,33.76,0.74,39.4,1,47.37,13.98,79.08,23215,65.1,Médio Risco,497
BR-00298,Bela Verde,RO,Norte,-9.8848,-62.6647,2,37.81,43320.42,267.6,42.48,0.764,42.22,0,66.55,5.07,67.61,37814,50.7,Médio Risco,568
BR-00299,Vila do Cedro,RS,Sul,-33.0338,-55.7711,2,29.91,38247.26,134.6,40.88,0.801,44.05,0,55.4,2.76,62.04,28656,41.8,Médio Risco,325
